FECHA_CORTE,FECHA_REGISTRO,ID_DOC_DENUNCIA,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,TIPO_DE_DENUNCIA,SITUACION_DENUNCIA,TIPO,SUBTIPO,MODALIDAD,FECHA_HECHO,HORA_HECHO,UBICACION,DESCRIPCION,FECHA_NACIMIENTO,EDAD_PERSONA,SEXO,ESTADO_CIVIL,GRADO_INSTRUCCION,OCUPACION,PAIS_NATAL,MES,LONGITUD,LATITUD
2024-04-25,2024-02-18,5b9bf000be95ec08d78baa808f60ad817626aadbc92e22912d23f7fcdf747f68,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,ESTAFA,ESTAFA,2024-02-17,1006,MZ. A4 LT. 28 ? A.H. BOCANEGRA ? CALLAO.,BOCANEGRA,1999-08-07,24,FEMENINO,SOLTERO,SECUNDARIA,NO INDICA,PERU,202402,-77.1391238,-12.047084
2024-04-25,2024-02-03,1f501531950645db51ab0a26bf89b51c07e36b318cde6d38ead2021b8c48c39e,70102,CALLAO,CALLAO,BELLAVISTA,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-03,1600,PERU KOREA,CIUDAD DEL PESCADOR,1982-12-08,41,FEMENINO,SOLTERO,NO INDICA,TRABAJO INDEPENDIENT,PERU,202402,-77.1259843,-12.0508491
2024-04-25,2024-02-24,86ea4a4500420c84c6c93cc83dc7d27eac001d3efab02e02f1a27698fb1033f0,70104,CALLAO,CALLAO,LA PERLA,OCURRENCIA,RESUELTA,"VIDA, CUERPO Y SALUD",HOMICIDIO,TENTATIVA DE HOMICIDIO,2024-02-24,1210,AV HAYA DE LA TORRE CON CALLE PIURA LA PERLA CALLAO,LA PERLA,2005-09-20,18,MASCULINO,SOLTERO,NO INDICA,ESTUDIANTE,PERU,202402,-77.1122819,-12.0738292
2024-04-25,2024-02-02,da66db91da3ae91205a6873528ba6b7a3a53187079d26fc6ef8d2187f7a7bfe8,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,SEGURIDAD PUBLICA,SALUD PUBLICA,MICROCOMERCIALIZACION DE DROGAS,2024-01-30,2245,MZ 2L LOTE 22 JOSE OLAYA DULANTO,DEPINCRI - AREANT - CALLAO,1981-05-16,42,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.1014039,-12.0429199
2024-04-25,2024-02-23,0c47a7d58efd10993b2dd0d9691f59aa4c6f71c9a240575fea77bd43f51800c4,70101,CALLAO,CALLAO,CALLAO,OCURRENCIA,PENDIENTE,PATRIMONIO,HURTO,HURTO AGRAVADO,2024-02-23,100,MZ A LT 05 SANTA LUISA 2 OQUENDO CALLAO,OQUENDO,1975-06-25,48,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.1327577,-11.9907526
2024-04-25,2024-02-21,1af39bd33fae7b4f3c12407e70437ce1e42eab2b677f6dc954fc6957d7d636b1,70101,CALLAO,CALLAO,CALLAO,DENUNCIA VERBAL,RESUELTA,PATRIMONIO,HURTO,HURTO,2024-02-21,1000,MZ E1 LOTE 20 AA. HH SARITA COLONIA CALLAO  PERU,SARITA COLONIA,1971-11-10,52,FEMENINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.133416,-12.0238679
2024-04-25,2024-02-14,026d12e608ec0847d31e72b1194b0f7c0c76b8a74802782db436d92a417c60f8,70102,CALLAO,CALLAO,BELLAVISTA,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-09,2200,MZ. F LOTE 06 URB. CIUDAD DEL PESCADOR BELLAVISTA,BELLAVISTA,1979-01-28,45,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.10924265,-12.05902738
2024-04-25,2024-02-08,a5cb4254021fee61154b594d100d499c692e31e01b16a1f819d0a0de7ef0fabd,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-08,800,JR. CHICLAYO MZ. 2H LT. 26 (PRIMER PISO) AA.HH. JOSE OLAYA CALLAO,DULANTO,1974-08-03,49,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.1014039,-12.0429199
2024-04-25,2024-02-29,7badb26581c8dd0ed50cd4b2d3fc083565ee1f2d82b943215c25e4e345c30721,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,PENDIENTE,PATRIMONIO,HURTO,HURTO AGRAVADO,2024-02-29,1835,JR SUPE CALLAO POR LA ANTIGUA MUNICIPALIDAD DEL CALLAO,CIUDADELA CHALACA,1964-01-26,60,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.1296988,-12.0542864
2024-04-25,2024-02-27,dbbedf16f843afc7a9256db4f9ac48e061ddcb2f5ea12e74ccfbeabb38aaa9cd,70107,CALLAO,CALLAO,MI PERU,OCURRENCIA,PENDIENTE,"VIDA, CUERPO Y SALUD",LESIONES,LESIONES,2024-02-27,2200,DISTRITO DE MI PERU,MI PERU,1989-07-23,34,MASCULINO,CONVIVIENTE,NO INDICA,VENDEDOR,PERU,202402,-77.12402692,-11.8544912
2024-04-25,2024-02-13,c9637e7a3326b95ae278c334a86a783780f8ac0b319033e330fcdfd357d56c88,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-13,1900,ALFREDO PALACIOS MZ E LOTE 16,CALLAO,1987-02-25,36,MASCULINO,CASADO,NO INDICA,VIGILANTE,PERU,202402,-77.1246065,-12.0537081
2024-04-25,2024-02-19,de06efd7435b6d0dd409127296f880cce6d8aa654e94100eb81c83b833f6ad57,70107,CALLAO,CALLAO,MI PERU,DENUNCIA,PENDIENTE,"VIDA, CUERPO Y SALUD",LESIONES,LESIONES,2024-02-19,1915,DISTRITO DE MI PERU,MI PERU,1982-09-18,41,FEMENINO,CONVIVIENTE,SECUNDARIA,AMA DE CASA,PERU,202402,-77.12492814,-11.8543232
2024-04-25,2024-02-02,4a8b64424b4c12f2a213ceffc7e83799efe58fa95c403ef6833676d28e340353,70104,CALLAO,CALLAO,LA PERLA,DENUNCIA VERBAL,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-02,1300,AV JOSE GALVEZ 1412,LA PERLA,1990-05-31,33,FEMENINO,SOLTERO,NO INDICA,AMA DE CASA,PERU,202402,-77.1230972,-12.0662571
2024-04-25,2024-02-24,f2e6e7777c20de598303ca04aba2e9cf5946ffb767c5298a398b8497aab53265,70107,CALLAO,CALLAO,MI PERU,DENUNCIA VERBAL,RESUELTA,"VIDA, CUERPO Y SALUD",LESIONES,LESIONES,2024-02-24,1430,ESCALERA PRINCIPAL DEL AA HH IRVING CHAVEZ,MI PERU,1966-12-14,57,MASCULINO,CONVIVIENTE,SUPERIOR,CONDUCTOR,PERU,202402,-77.11527587,-11.85296707
2024-04-25,2024-02-06,e8a0d53f57eea98295ac54a455b44e5b4ad7fc627800098fe3b25999e1a3b366,70104,CALLAO,CALLAO,LA PERLA,DENUNCIA VERBAL,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-05,1830,AV VENEZUELA CUADRA 16,LA PERLA,1996-03-07,27,FEMENINO,SOLTERO,NO INDICA,ESTUDIANTE,PERU,202402,-77.10509377,-12.06333297
2024-04-25,2024-02-21,73e8373531b46ff94066a44c016a30ca3eb84d5d55643b8ef1e7925089c7b945,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,INTERVENCION,RESUELTA,LIBERTAD,VIOLACION SEXUAL,VIOLACION SEXUAL DE MENOR DE 14 A�OS,2024-02-21,1330,JR. JOSE OLAYA Nº245  CARMEN DE LA LEGUA REYNOSO  CALLAO,CARMEN DE LA LEGUA,2002-02-10,22,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.0860239,-12.0385177
2024-04-25,2024-02-20,ae96a9d7a9bbd844adb8b4b9f689d429e5a31d49be2489129f2b9ea993d66f9c,70104,CALLAO,CALLAO,LA PERLA,INTERVENCION,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA ECONOMICA O PATRIMONIAL,2024-02-20,1200,CALLE VALENCIA 256  URB LA MACARENA 3ETP,LA PERLA,1998-10-18,25,FEMENINO,SOLTERO,NO INDICA,INDEPENDIENTE,PERU,202402,-77.1078848,-12.0726894
2024-04-25,2024-02-26,a0a1593bf6f259c697ee7f0f227115c1cb0c07c7897c20ae9982fc0255ae0d7a,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,DENUNCIA,RESUELTA,DELITOS INFORMATICOS,DELITOS INFORMATICOS CONTRA EL PATRIMONIO,FRAUDE INFORMATICO,2024-02-20,2215,JIRON 27 DE JULIO 109  CARMEN DE LA LEGUA - REYNOSO 07006  PERU,CARMEN DE LA LEGUA,1993-10-27,30,MASCULINO,SOLTERO,NO INDICA,CHOFER,PERU,202402,-77.08716999,-12.04084636
2024-04-25,2024-02-26,7b967cecd21d7ad72a6f25ef38e2c55efc058cd8b62a060a1605107d0867c37a,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,PENDIENTE,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-23,1900,AV. JOSE CARLOS MARIATEGUI MZ. B-1 LT.15 (TERCER PISO) AA.HH SANTA ROSA CALLAO,DULANTO,1979-01-03,45,FEMENINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.11947438,-12.03007216
2024-04-25,2024-02-17,25f32a6f7079fe73b623d52fe085dec1933958ea551bbd2a79132d173604dc82,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,DENUNCIA,RESUELTA,DELITOS INFORMATICOS,DELITOS INFORMATICOS CONTRA EL PATRIMONIO,FRAUDE INFORMATICO,2024-02-10,1700,AV. JULIO C TELLO NRO.1055  CARMEN DE LA LEGUA - REYNOSO 07006  PERU,CARMEN DE LA LEGUA,1998-02-06,26,MASCULINO,SOLTERO,NO INDICA,AGENTE DE VENTAS,PERU,202402,-77.0959275,-12.0425182
2024-04-25,2024-02-15,51e9ca36d8a5bac5419a2ee29e3bc66b6c6b8edfa8cc4602eab49921caf7d8aa,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-12,100,MZ C LOTE 8 CALLE LOS EUCALIPTOS URB JORGE CHAVEZ,BOCANEGRA,1975-02-03,49,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.10664279,-12.03337116
2024-04-25,2024-02-19,6ba449ccbcad4f5e3a4f4312941400f8ca998930d6f499f8daae23d9ba65df0d,70107,CALLAO,CALLAO,MI PERU,DENUNCIA,PENDIENTE,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-04,1830,MZ J 1 LOTE 20 AA.HH VILLA ESCUDERO PARTE ALTA- MI PERU,MI PERU,1958-06-21,65,FEMENINO,SOLTERO,PRIMARIA,AMA DE CASA,PERU,202402,-77.12239613,-11.8530212
2024-04-25,2024-02-13,77456d13a68022a1b1e4f38bcf63036fb21be375383cac6a33778c78d27e7a26,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-12,100,MZ C LOTE 8 CALLE LOS EUCALIPTOS URB JORGE CHAVEZ,BOCANEGRA,1975-02-03,49,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.11041934,-12.02128285
2024-04-25,2024-02-26,e3e1b3c7e9fa8a8edda55b94122c073f8642756c73d7bded73ec200620fa3696,70107,CALLAO,CALLAO,MI PERU,DENUNCIA,PENDIENTE,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA ECONOMICA O PATRIMONIAL,2024-02-21,1100,VIA MENSAJES DE WATSSAP,MI PERU,1979-02-17,45,FEMENINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.1129645,-11.9794368
2024-04-25,2024-02-12,cda27aa09f0ce9b0ad1589f5560dcae0df49e2e355ca7945a75abe44048bea5f,70104,CALLAO,CALLAO,LA PERLA,DENUNCIA VERBAL,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-12,1025,JR HUASCAR 238 LA PERLA,LA PERLA,1998-01-07,26,FEMENINO,SOLTERO,NO INDICA,DOCENTE,PERU,202402,-77.1222839,-12.0726997
2024-04-25,2024-02-13,7e6512d9de1967ed29dae0971762452ad60b431cb52922a98cc2c0820f6fcca7,70107,CALLAO,CALLAO,MI PERU,INTERVENCION,PENDIENTE,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-08,2000,MI PERU MZ.D8 LT.9 ? DISTRITO MI PERU,MI PERU,1972-04-16,51,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.1223591,-11.8560869
2024-04-25,2024-02-22,972a145ef7ab4c8a02315926d04e723b0cbab6c22e6d6a7bf1b3f7dcedfc7e7b,70104,CALLAO,CALLAO,LA PERLA,INTERVENCION,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-21,2000,JR  ESPANA NRO 928,COMISARIA DE LA FAMILIA - CALLAO,1977-03-06,46,MASCULINO,SOLTERO,NO INDICA,GUARDIAN,PERU,202402,-77.1259843,-12.0508491
2024-04-25,2024-02-02,8aa4a6ed4d887f378944b27ded679998992d5ac547cc9da6d9e7218fb06c1751,70101,CALLAO,CALLAO,CALLAO,OCURRENCIA,RESUELTA,LIBERTAD,VIOLACION SEXUAL,ACTOS CONTRA EL PUDOR,2024-02-01,2330,URB SAN JAUN MACIAS PSJE PUCARA MZ H1 LOTE 32  201  CALLAO,JUAN INGUNZA VALDIVIA,1960-08-31,63,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.1175106,-11.9974967
2024-04-25,2024-02-04,2ab7b773b90924e1cbb958ffc55a99a695badb6a690ef5795e0d057d762d8c95,70104,CALLAO,CALLAO,LA PERLA,INTERVENCION,RESUELTA,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2024-02-04,250,AV PACIFICO LA PERLA,LA PERLA,1966-12-16,57,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.11276052,-12.0725009
2024-04-25,2024-02-28,5d6affd3fa28e82dad1cdee6d9384a219547e2a28bb62d8b95cc7f3047285af8,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,PENDIENTE,FE PUBLICA,FALSIFICACION DE DOCUMENTOS,FALSIFICACION DE DOCUMENTOS,2024-02-26,955,AV MORALES DUAREZ CON AV SANTA ROSA,RAMON CASTILLA,1977-02-12,47,MASCULINO,CASADO,SECUNDARIA,NO INDICA,PERU,202402,-77.1160079,-12.0403813
2024-04-25,2024-02-29,f56907d98260b5b6793d13dc6563939a5f225cd811283b04f8d80462b3c3219f,70104,CALLAO,CALLAO,LA PERLA,DENUNCIA,PENDIENTE,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-02,1500,AV CALLAO 122,LA PERLA,1993-04-10,30,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1152899,-12.0685023
2024-04-25,2024-02-01,b344d43397b2b7ea98b23f702392731013761183ddcb56018bbe36cafc3b054a,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,FE PUBLICA,FALSIFICACION DE DOCUMENTOS,FALSIFICACION DE DOCUMENTOS,2024-01-31,1310,INTERSECION AV. TOMAS VALLE CON  AV DOMINICOS CALLAO 07036  PERU,BOCANEGRA,1986-06-29,37,MASCULINO,CASADO,SECUNDARIA,NO INDICA,PERU,202402,-77.09490723,-12.0134917
2024-04-25,2024-02-17,dcf00cb13cfcc1c93a6ac153c78d0be00a1fe211716de2a943325861d038238f,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-16,1040,PSJ. BARLOVENTO MZ B-4 LT 03 AAHH PUERTO NUEVO CALLAO,CIUDADELA CHALACA,1974-02-07,50,FEMENINO,CASADO,NO INDICA,OBRERO,PERU,202402,-77.11117008,-12.03263707
2024-04-25,2024-02-22,c074a6f79a63222f0e8f18eb8e1aa8d157369f683ac38deb9526a4f461fbe400,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,PENDIENTE,FE PUBLICA,FALSIFICACION DE DOCUMENTOS,FALSIFICACION DE DOCUMENTOS,2024-02-21,1700,AV. PACASMAYO Y QUILCA CALLAO,BOCANEGRA,1988-12-04,35,MASCULINO,CASADO,SECUNDARIA,OBRERO,VENEZUELA,202402,-77.0914495,-12.0226791
2024-04-25,2024-02-25,311fb7d9f77f444b1fc3350f772a482d30b0d5bc15d5d7b0de5ecc1d9d749d00,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,PENDIENTE,PATRIMONIO,ROBO,ROBO,2024-02-25,530,INMEDIACIONES DEL PARQUE SANTA CRUZ,RAMON CASTILLA,1976-02-05,48,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.09500268,-12.05285651
2024-04-25,2024-02-18,65a56a2ac0eb818d003b62fc4e36386ba80be4e3d0972650209c4653732e58d2,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,LIBERTAD,VIOLACION DE DOMICILIO,VIOLACION DE DOMICILIO,2024-02-07,1040,P. JOVEN 200 MILLAS CMTE 6 LT.23-CALLAO,PLAYA RIMAC,1986-11-30,37,FEMENINO,CASADO,NO INDICA,AMA DE CASA,PERU,202402,-77.1228985,-11.9970695
2024-04-25,2024-02-09,290b3b0d21d31a489c425febb35cfb481ea40e35f820c7fc04b8cea7e0c386ce,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,PENDIENTE,PATRIMONIO,HURTO,HURTO AGRAVADO,2024-02-09,1800,ARGENTINA 3441,DEPINCRI CALLAO/LA PUNTA,1957-04-14,66,FEMENINO,CASADO,NO INDICA,INGENIERA QUIMICA,PERU,202402,-77.10636356,-12.03196551
2024-04-25,2024-02-02,bbac3642a367f33ebe1ac3011c196276db9bb18062bf761619a5d7a3dc6cd7a7,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,SEGURIDAD PUBLICA,SALUD PUBLICA,TRAFICO ILICITO DE DROGAS,2024-02-02,1140,URB SAN JUAN MASIAS  CALLAO,JUAN INGUNZA VALDIVIA,1976-06-08,47,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.12010578,-11.99385703
2024-04-25,2024-02-19,deda1e893669bf6fb9c4502169a85a8be78a9373918931e6585ac13ce6910335,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-19,2134,PSJ. CRUZ DEL SUR MZ E-3 LT 02 AAHH PUERTO NUEVO CALLAO.,CIUDADELA CHALACA,1992-04-21,31,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.137371,-12.0467837
2024-04-25,2024-02-04,f6a25845486bd12589ff8d07955955a95e982a15c73640561a066c90421f593d,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,INTERVENCION,RESUELTA,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2024-02-04,1705,AV ARGENTINA CON AV BELAUNDE,CARMEN DE LA LEGUA,1971-02-18,52,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.08830792,-12.0473599
2024-04-25,2024-02-17,d142d308c29485c53c83f5d439ce688af431ab89e243efd8f42d3d38230a2938,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-08,1800,AV. FEDERICO FERNANDINI 330  CALLAO 07001  PERU,CALLAO,1978-03-12,45,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.12792946,-12.05648223
2024-04-25,2024-02-24,bcba2861e7f100c34cb44bb9ff29552f6dc2a94de3cc704be706e5bba07d305d,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-24,20,JIRON GUILLERMO LOBATON MILLA 280 CARMEN DE LA LEGUA - REYNOSO 07006  PERU,CARMEN DE LA LEGUA,1969-02-28,54,FEMENINO,CASADO,SECUNDARIA,NO INDICA,PERU,202402,-77.08417008,-12.04104411
2024-04-25,2024-02-15,aceadf71939f2e6ecad24ec0fc2a22d631903dcd339206acb48b96af2316b5fe,70102,CALLAO,CALLAO,BELLAVISTA,DENUNCIA,RESUELTA,TRANQUILIDAD PUBLICA,CONTRA LA HUMANIDAD,DISCRIMINACION E INCITACION  A LA DISCRIMINACION,2024-02-14,1530,AVENIDA VENEZUELA FRENTE AL CENTRO MEDICO NAVAL,DULANTO,1978-01-03,46,FEMENINO,CASADO,SECUNDARIA,NO INDICA,PERU,202402,-77.0904435,-12.0602837
2024-04-25,2024-02-03,f5dcab5046f31c82fb540d7ed54094c6e2a3b5786acba1896afeb72fb7383087,70107,CALLAO,CALLAO,MI PERU,INTERVENCION,PENDIENTE,SEGURIDAD PUBLICA,PELIGRO COMUN,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2024-02-02,125,AV AYACUCHO CON LA AV AREQUIPA MI PERU,MI PERU,1986-10-09,37,MASCULINO,CASADO,SUPERIOR,NO INDICA,ECUADOR,202402,-77.11917226,-11.85730604
2024-04-25,2024-02-10,514632b8215a230f25d2f167f277d54ec3897cc79cbda1e00ff37bc0767e136b,70107,CALLAO,CALLAO,MI PERU,INTERVENCION,PENDIENTE,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-10,1100,MZ I 11LOTE 17MI PERU,MI PERU,1981-03-13,42,FEMENINO,CASADO,SECUNDARIA,COMERCIANTE,PERU,202402,-77.1259843,-12.0508491
2024-04-25,2024-02-20,9a74969f47a2c54903a9c1bbca99b59111959d9cbd011c65e29b4d83a431e5ec,70104,CALLAO,CALLAO,LA PERLA,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-20,1100,CALLE FEDERICO NORUEGA 108 ESTELA MARY -BELLAVISTA-CALLAO,LA PERLA,1995-06-22,28,FEMENINO,SOLTERO,NO INDICA,NO INDICA,VENEZUELA,202402,-77.10574534,-12.06447471
2024-04-25,2024-02-13,f37ab13ce22d775c2119ba1b0764de903833b08355d623a81c42d46756e2aaee,70107,CALLAO,CALLAO,MI PERU,DENUNCIA VERBAL,RESUELTA,PATRIMONIO,ESTAFA,ESTAFA,2024-01-03,1936,M Z E 1 LOTE 19 VILLA EMILIA MI PERU,MI PERU,1954-05-14,69,MASCULINO,CASADO,SECUNDARIA,COMERCIANTE,PERU,202402,-77.1262359,-11.8508432
2024-04-25,2024-02-20,8002e5d80112f3a579693f5443093ddd57dc920d4b953254f3729c0f79e05f4d,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,PENDIENTE,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-20,2200,AV 28 DE JULIO  MZ K LT 20 URB SANTA CRUZ,RAMON CASTILLA,1982-09-29,41,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.099624,-12.04483524
2024-04-25,2024-02-17,8d047767cce5e34161e4a65906a79cd57e198263429b587c575b8e6c637259c7,70104,CALLAO,CALLAO,LA PERLA,DENUNCIA VERBAL,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-15,700,JR. ESPAÑA Nº 503 LA PERLA CALLAO,LA PERLA,1976-04-25,47,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.11572777,-12.07168903
2024-04-25,2024-02-28,dc2215a7998293b95b58d670b6281e4fb4c9fa87c3711d15e8529443212cf459,70102,CALLAO,CALLAO,BELLAVISTA,DENUNCIA,PENDIENTE,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2023-12-22,257,WVPC+VGQ  COLINA  BELLAVISTA 07016  PERU,CALLAO,1990-01-04,34,FEMENINO,CASADO,NO INDICA,EMPLEADA,PERU,202402,-77.12858086,-12.06266173
2024-04-25,2024-02-02,72e3c8915d3211b69929e953c19bbd3d8d50510ab44c92bd8f4cd0931bb37596,70104,CALLAO,CALLAO,LA PERLA,DENUNCIA,RESUELTA,PATRIMONIO,ESTAFA,ESTAFA,2024-01-30,1001,AV LA PAZ Nº 980 INT H LA PERLA - CALLAO,LA PERLA,1964-01-22,60,MASCULINO,CASADO,NO INDICA,CHOFER,PERU,202402,-77.117829,-12.0745861
2024-04-25,2024-02-06,456d42149b3f780fdb2d2440a531edc25ddaeca2fe4d16ed99c434e9a57e0cf7,70103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,INTERVENCION,PENDIENTE,FE PUBLICA,FALSIFICACION DE DOCUMENTOS,FALSIFICACION DE DOCUMENTOS,2024-02-05,515,AV. ARGENTINA 3258  LIMA 07006  PERU,CARMEN DE LA LEGUA,1981-01-31,43,MASCULINO,CASADO,NO INDICA,NO INDICA,PERU,202402,-77.0822735,-12.04635478
2024-04-25,2024-02-07,0a6cece6fbace55d4cc04c6b807ea9b769f98c6b329eed135dade11a0ef855ac,70104,CALLAO,CALLAO,LA PERLA,DENUNCIA VERBAL,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-04,1400,JR MARIANO MELGAR 191 URBANIZACION LA MAGISTERIAL,COMISARIA DE LA FAMILIA - CALLAO,1959-02-02,65,MASCULINO,SOLTERO,SIN INSTRUCCION,DESEMPLEADO,PERU,202402,-77.1190104,-12.0703021
